Individual	Parent1	Parent2	Pedigree
HM17-12086	M11-W117	HS8W-179	( HM17-12086 ( M11-W117 , HS8W-179 ) )
HM17-12161	M11-W117	M09-W153	( HM17-12161 ( M11-W117 , M09-W153 ) )
HM18-15067	HM11-W193	HM09-W153	( HM18-15067 ( HM11-W193 ( OHS_305 , OHS_303 ) , HM09-W153 ) )
HM18-16298	Clermont	Cloud	( HM18-16298 ( Clermont ( HS1-3641 ( HS94-9053 ( Pioneer_P9268-03 , Vertex ( Conrad , Hayes ) ) , Kottman ) , HS1-7116 ) , Cloud ) )
HM18-19023	HM11-W192	Wyandot-14	( HM18-19023 ( HM11-W192 ( OHS_305 , OHS_303 ) , Wyandot-14 ) )
HM18-22082	HM11-W192	M11-G021	( HM18-22082 ( HM11-W192 ( OHS_305 , OHS_303 ) , M11-G021 ( HF04-0648 , HS5W-362 ) ) )
HM18-25141	HM11-W192	H09-4	( HM18-25141 ( HM11-W192 ( OHS_305 , OHS_303 ) , H09-4 ) )
HM18-25145	HM11-W192	H09-4	( HM18-25145 ( HM11-W192 ( OHS_305 , OHS_303 ) , H09-4 ) )
HM18-26309	HM11-W192	HM09-W153	( HM18-26309 ( HM11-W192 ( OHS_305 , OHS_303 ) , HM09-W153 ) )
HM18-27211	Lorain	HM11-G011	( HM18-27211 ( Lorain ( HS1-3641 ( HS94-9053 ( Pioneer_P9268-03 , Vertex ( Conrad , Hayes ) ) , Kottman ) , HS1-7116 ) , HM11-G011 ( HF04-0648 , HS5W-362 ) ) )
HM18-27227	Wyandot-14	HM11-G011	( HM18-27227 ( Wyandot-14 , HM11-G011 ( HF04-0648 , HS5W-362 ) ) )
HM8536	HW79149	Higan	( HM8536 ( HW79149 , Higan ( PI_80475 , - ) ) )
HP201	Vinton_81	Hardin	( HP201 ( Vinton_81 , Hardin ) )
HP202	Vinton_81	B216	( HP202 ( Vinton_81 , B216 ) )
HP203	HP202	Vinton_81	( HP203 ( HP202 ( Vinton_81 , B216 ) , Vinton_81 ) )
HP204	HP201	Vinton_81	( HP204 ( HP201 ( Vinton_81 , Hardin ) , Vinton_81 ) )
HP_3033S	Marshall	AP26	( HP_3033S ( Marshall , AP26 ) )
HP_3700	AP20	L66L-108	( HP_3700 ( AP20 , L66L-108 ) )
HP_4800	70-4428	70-5126	( HP_4800 ( 70-4428 , 70-5126 ) )
HS0-3243	HS93-4118	Kottman	( HS0-3243 ( HS93-4118 ( IA2007 ( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Dairyland_DSR304 ( Williams , - ) ) , Kottman ) )
HS0-3248	HS93-4118	Kottman	( HS0-3248 ( HS93-4118 ( IA2007 ( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Dairyland_DSR304 ( Williams , - ) ) , Kottman ) )
HS1-3641	HS94-9053	Kottman	( HS1-3641 ( HS94-9053 ( Pioneer_P9268-03 , Vertex ( Conrad , Hayes ) ) , Kottman ) )
HS1-3661	HS93-4118	Pioneer_P9352	( HS1-3661 ( HS93-4118 ( IA2007 ( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Dairyland_DSR304 ( Williams , - ) ) , Pioneer_P9352 ) )
HS1-3886	IA3010	Pioneer_P9352	( HS1-3886 ( IA3010 , Pioneer_P9352 ) )
HS1-3907	Dairyland_DSR300	HS95-2744	( HS1-3907 ( Dairyland_DSR300 , HS95-2744 ) )
HS3-2523	HS97-5261	Kottman	( HS3-2523 ( HS97-5261 ( HS94-4530 ( HS88-7363 ( Voris_311 ( S10 , Mitchell ( Amsoy , Wayne ) ) , Resnik ) , HS88-4988 ( Winchester , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) ) , IA3004 ) , Kottman ) )
HS3-2669	U97-3114	HS97-5261	( HS3-2669 ( U97-3114 , HS97-5261 ( HS94-4530 ( HS88-7363 ( Voris_311 ( S10 , Mitchell ( Amsoy , Wayne ) ) , Resnik ) , HS88-4988 ( Winchester , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) ) , IA3004 ) ) )
HS4-9864	HS99-4256	Dilworth	( HS4-9864 ( HS99-4256 ( HS94-4530 ( HS88-7363 ( Voris_311 ( S10 , Mitchell ( Amsoy , Wayne ) ) , Resnik ) , HS88-4988 ( Winchester , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) ) , IA3004 ) , Dilworth ) )
HS5-3417	IA3023	HS99-4045	( HS5-3417 ( IA3023 ( Dairyland_DSR365 , Pioneer_P9381 ) , HS99-4045 ) )
HS7W-190	HS1-3641	HS1-3907	( HS7W-190 ( HS1-3641 ( HS94-9053 ( Pioneer_P9268-03 , Vertex ( Conrad , Hayes ) ) , Kottman ) , HS1-3907 ( Dairyland_DSR300 , HS95-2744 ) ) )
HS87-2067	Sherman	Madison_Gl2810	( HS87-2067 ( Sherman , Madison_Gl2810 ) )
HS87-5720	Asgrow_A2943	A83-271027	( HS87-5720 ( Asgrow_A2943 ( Asgrow_A1564 , Asgrow_A3127 ( Williams , Essex ) ( Williams , Essex ) ) , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) )
HS88-4906	Conrad	Hayes	( HS88-4906 ( Conrad , Hayes ) )
HS88-4909	Conrad	Hayes	( HS88-4909 ( Conrad , Hayes ) )
HS88-4988	Winchester	A83-271027	( HS88-4988 ( Winchester , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) )
HS88-7363	Voris_311	Resnik	( HS88-7363 ( Voris_311 ( S10 , Mitchell ( Amsoy , Wayne ) ) , Resnik ) )
HS89-2966	Asgrow_A2943	A83-271027	( HS89-2966 ( Asgrow_A2943 ( Asgrow_A1564 , Asgrow_A3127 ( Williams , Essex ) ( Williams , Essex ) ) , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) )
HS89-3078	GR8936	Asgrow_A2943	( HS89-3078 ( GR8936 ( Asgrow_A3127 ( Williams , Essex ) ( Williams , Essex ) , Williams_82 ) , Asgrow_A2943 ( Asgrow_A1564 , Asgrow_A3127 ( Williams , Essex ) ) ) )
HS89-3261	LG82-8379	Asgrow_A2943	( HS89-3261 ( LG82-8379 ( PI_68508 , FC_04007B ) , Asgrow_A2943 ( Asgrow_A1564 , Asgrow_A3127 ( Williams , Essex ) ) ) )
HS90-3487	HS84-6276	Conrad	( HS90-3487 ( HS84-6276 , Conrad ) )
HS90-37100	HS84-6224	Conrad	( HS90-37100 ( HS84-6224 , Conrad ) )
HS91-4825	Burlison	A86-301024	( HS91-4825 ( Burlison ( K74-113-76-486 , Century ) , A86-301024 ( A81-356022 ( Century , A76-304020 ) , Hack ) ) )
HS93-135	HS88-6786	HS88-4988	( HS93-135 ( HS88-6786 , HS88-4988 ( Winchester , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) ) )
HS93-1882-41	HS88-4906	BARC-6	( HS93-1882-41 ( HS88-4906 ( Conrad , Hayes ) , BARC-6 ( CX797-21 , D76-8070 ) ) )
HS93-4118	IA2007	Dairyland_DSR304	( HS93-4118 ( IA2007 ( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Dairyland_DSR304 ( Williams , - ) ) )
HS94-4530	HS88-7363	HS88-4988	( HS94-4530 ( HS88-7363 ( Voris_311 ( S10 , Mitchell ( Amsoy , Wayne ) ) , Resnik ) , HS88-4988 ( Winchester , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) ) )
HS94-4533	HS88-7363	HS88-4988	( HS94-4533 ( HS88-7363 ( Voris_311 ( S10 , Mitchell ( Amsoy , Wayne ) ) , Resnik ) , HS88-4988 ( Winchester , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) ) )
HS94-9053	Pioneer_P9268-03	Vertex	( HS94-9053 ( Pioneer_P9268-03 , Vertex ( Conrad , Hayes ) ) )
HS96-3332	Parker	HS90-37100	( HS96-3332 ( Parker , HS90-37100 ( HS84-6224 , Conrad ) ) )
HS96-3347	Pioneer_P9268-003	Vertex	( HS96-3347 ( Pioneer_P9268-003 ( PI_92718-2 , Pioneer_P9271 ) , Vertex ( Conrad , Hayes ) ) )
HS96-7942	Defiance	HS91-4825	( HS96-7942 ( Defiance , HS91-4825 ( Burlison ( K74-113-76-486 , Century ) , A86-301024 ( A81-356022 ( Century , A76-304020 ) , Hack ) ) ) )
HS97-4544	Pioneer_P9268-003	Vertex	( HS97-4544 ( Pioneer_P9268-003 ( PI_92718-2 , Pioneer_P9271 ) , Vertex ( Conrad , Hayes ) ) )
HS97-4555	Pioneer_P9268-003	Vertex	( HS97-4555 ( Pioneer_P9268-003 ( PI_92718-2 , Pioneer_P9271 ) , Vertex ( Conrad , Hayes ) ) )
HS97-5261	HS94-4530	IA3004	( HS97-5261 ( HS94-4530 ( HS88-7363 ( Voris_311 ( S10 , Mitchell ( Amsoy , Wayne ) ) , Resnik ) , HS88-4988 ( Winchester , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) ) , IA3004 ) )
HS97-5609	Defiance	Flint	( HS97-5609 ( Defiance , Flint ) )
HS98-3216	LG82-8379	Asgrow_A2943	( HS98-3216 ( LG82-8379 ( PI_68508 , FC_04007B ) , Asgrow_A2943 ( Asgrow_A1564 , Asgrow_A3127 ( Williams , Essex ) ) ) )
HS98-3628	Defiance	HS91-4825	( HS98-3628 ( Defiance , HS91-4825 ( Burlison ( K74-113-76-486 , Century ) , A86-301024 ( A81-356022 ( Century , A76-304020 ) , Hack ) ) ) )
HS98-7826	HS93-4118	Savoy	( HS98-7826 ( HS93-4118 ( IA2007 ( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Dairyland_DSR304 ( Williams , - ) ) , Savoy ) )
HS99-4256	HS94-4530	IA3004	( HS99-4256 ( HS94-4530 ( HS88-7363 ( Voris_311 ( S10 , Mitchell ( Amsoy , Wayne ) ) , Resnik ) , HS88-4988 ( Winchester , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) ) , IA3004 ) )
HS99-4426	HS94-4530	IA3004	( HS99-4426 ( HS94-4530 ( HS88-7363 ( Voris_311 ( S10 , Mitchell ( Amsoy , Wayne ) ) , Resnik ) , HS88-4988 ( Winchester , A83-271027 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Asgrow_A3127 ( Williams , Essex ) ) ) ) , IA3004 ) )
HSC_B2J	J74-116	D70-3186	( HSC_B2J ( J74-116 ( Centennial , J74-47 ) , D70-3186 ( Centennial , - ) ) )
HS_220	M59-213	Wayne	( HS_220 ( M59-213 , Wayne ) )
HS_235	C1426	Kent	( HS_235 ( C1426 ( C1253 ( Blackhawk , Harosoy ) , Kent ) , Kent ) )
HS_2533	Weber	Asgrow_A2943	( HS_2533 ( Weber , Asgrow_A2943 ( Asgrow_A1564 , Asgrow_A3127 ( Williams , Essex ) ) ) )
HS_265	C1470	Ogden	( HS_265 ( C1470 , Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ) )
HW6942-15-6	Calland	Beeson	( HW6942-15-6 ( Calland , Beeson ) )
HW74-3382	Williams	Ransom	( HW74-3382 ( Williams , Ransom ) )
HW7847	Evans	Williams	( HW7847 ( Evans , Williams ) )
HW79002	Woodworth	L60-347-1-60-28	( HW79002 ( Woodworth , L60-347-1-60-28 ( Harosoy , Higan ( PI_80475 , - ) ) ) )
HW79015	A72-512	Oakland	( HW79015 ( A72-512 ( Amsoy , Wayne ) , Oakland ( L66L-137 ( Wayne , L57-0034 ( Clark , Adams ) ) , Calland ) ) )
HW79022	Woodworth	L60-347-l-60-2B	( HW79022 ( Woodworth , L60-347-l-60-2B ) )
HW79054	Cumberland	Pella	( HW79054 ( Cumberland , Pella ) )
HW79116	Cumberland	Pella	( HW79116 ( Cumberland , Pella ) )
HW8008	L69U40-16-4	Century	( HW8008 ( L69U40-16-4 ( Calland , Amsoy ) , Century ) )
HW8028	A75-10521	Century	( HW8028 ( A75-10521 , Century ) )
HW8123	A76-202015	A76-304005	( HW8123 ( A76-202015 ( AP6 , - ) , A76-304005 ) )
HW8130	Pella	A75-105021	( HW8130 ( Pella , A75-105021 ) )
HW8225	Hobbit	-	( HW8225 ( Hobbit , - ) )
HW8236	Hobbit	-	( HW8236 ( Hobbit , - ) )
HW8371	HW79149	Williams_79	( HW8371 ( HW79149 , Williams_79 ) )
HW_79022	Woodworth	L70-347-1-60-2B	( HW_79022 ( Woodworth , L70-347-1-60-2B ) )
Habaro	PI_20405	-	( Habaro ( PI_20405 , - ) )
Haberlandt	PI_6396	-	( Haberlandt ( PI_6396 , - ) )
Hale_3	D51-4969	-	( Hale_3 ( D51-4969 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , - ) )
Hale_Ogden_#12	Ogden	-	( Hale_Ogden_#12 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , - ) )
Hale_Ogden_#2	Ogden	-	( Hale_Ogden_#2 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , - ) )
Hampton	Majos	Lee	( Hampton ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) )
Hampton_266	Majos	Lee	( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) )
Harman_	Manchu	-	( Harman_ ( Manchu ( PI_30593 , - ) , - ) )
Hartz_5545	H78-168	Narow	( Hartz_5545 ( H78-168 ( D70-3115 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) , Forrest ) , Narow ) )
Hartz_7190	D73-9442	Ransom	( Hartz_7190 ( D73-9442 , Ransom ) )
Hartz_914	H78-B18	H78-B2	( Hartz_914 ( H78-B18 , H78-B2 ) )
Hartz_922	Hartz_930	Hartz_936X	( Hartz_922 ( Hartz_930 ( D71-4538 , Mack ) , Hartz_936X ( D71-4538 , H16-11 ) ) )
Hartz_930	D71-4538	Mack	( Hartz_930 ( D71-4538 , Mack ) )
Hartz_936X	D71-4538	H16-11	( Hartz_936X ( D71-4538 , H16-11 ) )
Hartz_H3570	D70-3115	Forrest	( Hartz_H3570 ( D70-3115 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) , Forrest ) )
Hartz_H4464	Hartz_H78-938	Fayette	( Hartz_H4464 ( Hartz_H78-938 ( D70-3115 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) , La74-3850 ( Forrest , Mack ) ) , Fayette ) )
Hartz_H5033	Asgrow_A5474	Essex	( Hartz_H5033 ( Asgrow_A5474 , Essex ) )
Hartz_H7703	Beeson	Wells	( Hartz_H7703 ( Beeson , Wells ) )
Hartz_H78-938	D70-3115	La74-3850	( Hartz_H78-938 ( D70-3115 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) , La74-3850 ( Forrest , Mack ) ) )
Haskell-RR	Haskell	MON_RR	( Haskell-RR ( Haskell , MON_RR ) )
Hayseed	PI_71525	-	( Hayseed ( PI_71525 , - ) )
Higan	PI_80475	-	( Higan ( PI_80475 , - ) )
Holmberg_744-2	377-8-1	Blackeye_Edible	( Holmberg_744-2 ( 377-8-1 , Blackeye_Edible ) )
Holmberg_827-4	PI_438473	-	( Holmberg_827-4 ( PI_438473 , - ) )
Holmberg_840-1-3	201-14-20	Muncheberg	( Holmberg_840-1-3 ( 201-14-20 , Muncheberg ) )
Holmberg_840-7-3	201-14-20	680+993+994	( Holmberg_840-7-3 ( 201-14-20 , 680+993+994 ) )
Holt	Sherman	Harper	( Holt ( Sherman , Harper ) )
Hyuuga	Akasaya	Ako_Musume	( Hyuuga ( Akasaya ( Landrace , - ) , Ako_Musume ( Tamanishike ( Landrace , - ) , Iyo ( Landrace , - ) ) ) )
