Individual	Parent1	Parent2	Pedigree
CR17-4959	U093-11114	LG07-1851	( CR17-4959 ( U093-11114 , LG07-1851 ) )
CR17-4971	U093-11114	LG07-1851	( CR17-4971 ( U093-11114 , LG07-1851 ) )
CR17-5284	LG04-4717	LG03-3191-1	( CR17-5284 ( LG04-4717 ( LG98-5579 ( LG89-773 ( LG85-3343 ( PI_361064 , PI_407710 ) , LG85-2846 ( PI_404157 , PI_384469A ) ) , LG91-7323 ( BSR_101 , LG82-8379 ( PI_68508 , FC_04007B ) ) ) , A98-980047 ( HS93-4118 ( IA2007 ( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Dairyland_DSR304 ( Williams , - ) ) , Northrup_King_S24-92 ) ) , LG03-3191-1 ) )
CR181937	4J105-2-13	LD00-3309	( CR181937 ( 4J105-2-13 , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) )
CR182047	4J105-2-13	LD00-3309	( CR182047 ( 4J105-2-13 , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) )
CR183106	4J105-3-9	LD00-3309	( CR183106 ( 4J105-3-9 , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) )
CR183142	4J105-3-9	LD00-3309	( CR183142 ( 4J105-3-9 , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) )
CR183164	4J105-3-9	LD00-3309	( CR183164 ( 4J105-3-9 , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) )
CR183173	4J105-3-9	LD00-3309	( CR183173 ( 4J105-3-9 , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) )
CR183196	4J105-3-9	LD00-3309	( CR183196 ( 4J105-3-9 , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) )
CR183198	4J105-3-9	LD00-3309	( CR183198 ( 4J105-3-9 , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) )
CR183264	4J105-3-9	LD00-3309	( CR183264 ( 4J105-3-9 , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) )
CR183311	4J105-3-9	LD00-3309	( CR183311 ( 4J105-3-9 , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) )
CR183423	IA3023	Dwight	( CR183423 ( IA3023 ( Dairyland_DSR365 , Pioneer_P9381 ) , Dwight ) )
CR183805	4J114-2-6	Northrup_King_S20-F8	( CR183805 ( 4J114-2-6 , Northrup_King_S20-F8 ) )
CR184183	4J105-3-4	LG04-6000	( CR184183 ( 4J105-3-4 ( CLOJ173-6-2 ( Kottman , Dwight ) , WW115926 ) , LG04-6000 ( HS93-4118 ( IA2007 ( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Dairyland_DSR304 ( Williams , - ) ) , LG97-9912 ( LG90-4181 ( PI_436682 , Lawrence ) , Asgrow_A3322 ) ) ) )
CR184232	4J105-3-4	LG04-6000	( CR184232 ( 4J105-3-4 ( CLOJ173-6-2 ( Kottman , Dwight ) , WW115926 ) , LG04-6000 ( HS93-4118 ( IA2007 ( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Dairyland_DSR304 ( Williams , - ) ) , LG97-9912 ( LG90-4181 ( PI_436682 , Lawrence ) , Asgrow_A3322 ) ) ) )
CR184469	U09-133021	AR11-214001	( CR184469 ( U09-133021 ( U02-242055 ( NE1900 ( MSBP1 , MSBP1 ) , Pioneer_P93B82 ) , U03-200317 ( U99-009019 , Pioneer_P92B12 ) ) , AR11-214001 ( AR05-150102 ( Syngenta_S25-J5 ( Exp_13404 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) , IA2050 ) , Syngenta_03JR321086 ) ) )
CR184506	U09-133021	AR11-214001	( CR184506 ( U09-133021 ( U02-242055 ( NE1900 ( MSBP1 , MSBP1 ) , Pioneer_P93B82 ) , U03-200317 ( U99-009019 , Pioneer_P92B12 ) ) , AR11-214001 ( AR05-150102 ( Syngenta_S25-J5 ( Exp_13404 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) , IA2050 ) , Syngenta_03JR321086 ) ) )
CR184561	U09-133021	AR11-214001	( CR184561 ( U09-133021 ( U02-242055 ( NE1900 ( MSBP1 , MSBP1 ) , Pioneer_P93B82 ) , U03-200317 ( U99-009019 , Pioneer_P92B12 ) ) , AR11-214001 ( AR05-150102 ( Syngenta_S25-J5 ( Exp_13404 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) , IA2050 ) , Syngenta_03JR321086 ) ) )
CR184590	U09-133021	AR11-214001	( CR184590 ( U09-133021 ( U02-242055 ( NE1900 ( MSBP1 , MSBP1 ) , Pioneer_P93B82 ) , U03-200317 ( U99-009019 , Pioneer_P92B12 ) ) , AR11-214001 ( AR05-150102 ( Syngenta_S25-J5 ( Exp_13404 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) , IA2050 ) , Syngenta_03JR321086 ) ) )
CR184594	U09-133021	AR11-214001	( CR184594 ( U09-133021 ( U02-242055 ( NE1900 ( MSBP1 , MSBP1 ) , Pioneer_P93B82 ) , U03-200317 ( U99-009019 , Pioneer_P92B12 ) ) , AR11-214001 ( AR05-150102 ( Syngenta_S25-J5 ( Exp_13404 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) , IA2050 ) , Syngenta_03JR321086 ) ) )
CR184610	U09-133021	AR11-214001	( CR184610 ( U09-133021 ( U02-242055 ( NE1900 ( MSBP1 , MSBP1 ) , Pioneer_P93B82 ) , U03-200317 ( U99-009019 , Pioneer_P92B12 ) ) , AR11-214001 ( AR05-150102 ( Syngenta_S25-J5 ( Exp_13404 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) , IA2050 ) , Syngenta_03JR321086 ) ) )
CS20	S4	S19	( CS20 ( S4 , S19 ) )
CS24	S20	Hark	( CS24 ( S20 ( L15 , C1423 ) , Hark ) )
CS31	S10	Mitchell	( CS31 ( S10 , Mitchell ( Amsoy , Wayne ) ) )
CS38	Mitchell	Cutler_71	( CS38 ( Mitchell ( Amsoy , Wayne ) , Cutler_71 ) )
CS45	Corsoy	Mitchell	( CS45 ( Corsoy , Mitchell ( Amsoy , Wayne ) ) )
CX1339-30	Dunfield	X143	( CX1339-30 ( Dunfield ( PI_36846 , - ) , X143 ) )
CX1515-4	CRS3-998-24-1	C1813	( CX1515-4 ( CRS3-998-24-1 , C1813 ( C1655 ( Hobbit , Century ) , Pella_86 ) ) )
CX1517-171	CRS-998-24-1	C1727	( CX1517-171 ( CRS-998-24-1 , C1727 ( Century , - ) ) )
CX166-103N-1	L46-1503	Bavender_Special-2	( CX166-103N-1 ( L46-1503 , Bavender_Special-2 ( Bavender_Special ( Mukden ( PI_50523 , - ) , - ) , - ) ) )
CX169-9-2	Mukden	L46-2132	( CX169-9-2 ( Mukden ( PI_50523 , - ) , L46-2132 ) )
CX1705R-108	CRS7C1-13-1	Savoy	( CX1705R-108 ( CRS7C1-13-1 , Savoy ) )
CX1834	CX1515-4	-	( CX1834 ( CX1515-4 ( CRS3-998-24-1 , C1813 ( C1655 ( Hobbit , Century ) , Pella_86 ) ) , - ) )
CX1834-1-2	Athow	M153-1-4-6-14	( CX1834-1-2 ( Athow , M153-1-4-6-14 ( CX1515-4 ( CRS3-998-24-1 , C1813 ( C1655 ( Hobbit , Century ) , Pella_86 ) ) , - ) ) )
CX1834-1-6	Athow	M153-1-4-6-14	( CX1834-1-6 ( Athow , M153-1-4-6-14 ( CX1515-4 ( CRS3-998-24-1 , C1813 ( C1655 ( Hobbit , Century ) , Pella_86 ) ) , - ) ) )
CX192-28-3	C1070	Adams	( CX192-28-3 ( C1070 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Kent ) , Adams ) )
CX193-88-3	Perry	C1066	( CX193-88-3 ( Perry , C1066 ( C985 ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ) , - ) ) )
CX210	Weber	Asgrow_A3127	( CX210 ( Weber , Asgrow_A3127 ( Williams , Essex ) ) )
CX2239-50	C143	X531	( CX2239-50 ( C143 ( PI_70218-2-6-7 , - ) , X531 ) )
CX252	CX259	CX366	( CX252 ( CX259 , CX366 ) )
CX258-2-3-2	PI_65338	C1079	( CX258-2-3-2 ( PI_65338 , C1079 ( C985 ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ) , - ) ) )
CX267	CM203	CX366	( CX267 ( CM203 , CX366 ) )
CX291	Asgrow_A3127	Williams_82	( CX291 ( Asgrow_A3127 ( Williams , Essex ) , Williams_82 ) )
CX291-42-1	Mukden	C1069	( CX291-42-1 ( Mukden ( PI_50523 , - ) , C1069 ( C985 ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ) , - ) ) )
CX314-50	Ford	Shelby	( CX314-50 ( Ford , Shelby ) )
CX314-56	Ford	Shelby	( CX314-56 ( Ford , Shelby ) )
CX314-81	Ford	Shelby	( CX314-81 ( Ford , Shelby ) )
CX369c	-	-_	( CX369c ( - , -_ ) )
CX407	Amsoy	C1253	( CX407 ( Amsoy , C1253 ( Blackhawk , Harosoy ) ) )
CX412	Wayne	C1317	( CX412 ( Wayne , C1317 ) )
CX413	CX407	CX412	( CX413 ( CX407 ( Amsoy , C1253 ( Blackhawk , Harosoy ) ) , CX412 ( Wayne , C1317 ) ) )
CX463-3	Cutler	C1311	( CX463-3 ( Cutler , C1311 ( Wabash , C1069 ( C985 ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ) , - ) ) ) )
CX531	Midwest	Dunfield	( CX531 ( Midwest ( PI_6556 , - ) , Dunfield ( PI_36846 , - ) ) )
CX831-151-2-5-2-5	Dunfield	MM-21	( CX831-151-2-5-2-5 ( Dunfield ( PI_36846 , - ) , MM-21 ( Manchu ( PI_30593 , - ) , - ) ) )
CX831-362-1-3-1-6-5	Dunfield	MM-21	( CX831-362-1-3-1-6-5 ( Dunfield ( PI_36846 , - ) , MM-21 ( Manchu ( PI_30593 , - ) , - ) ) )
CX831-88-3-1-3-3	Dunfield	MM-21	( CX831-88-3-1-3-3 ( Dunfield ( PI_36846 , - ) , MM-21 ( Manchu ( PI_30593 , - ) , - ) ) )
Cavalier_	Sargent	ND96-1006	( Cavalier_ ( Sargent , ND96-1006 ( Glacier , Council ( Ozzie , Dawson ) ) ) )
Cayuga	PI_65393	-	( Cayuga ( PI_65393 , - ) )
Charlee	PI_71663	-	( Charlee ( PI_71663 , - ) )
Charleston	HC74-643RE	HC78-676	( Charleston ( HC74-643RE ( Williams , Ransom ) , HC78-676 ( L70T543G ( L15 , Amsoy_71 ) , L74D-619 ( Williams , Ransom ) ) ) )
Cherokee	PI_93057	-	( Cherokee ( PI_93057 , - ) )
Chesapeake	Essex	V71-793	( Chesapeake ( Essex , V71-793 ( Dare , V66-318 ( D53-184 ( D49-2525 ( S-100 ( Illini ( A.K. , - ) , - ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) , L46-5679 ( Lincoln ( Mandarin ( PI_36653 , - ) , Manchu ( PI_30593 , - ) ) , Richland ) ) , J22 ( L37-1355 ( PI_81041 , - ) , Arksoy_2913 ( Arksoy ( PI_35335 , - ) , - ) ) ) ) ) )
Cisne	Burlison	Asgrow_A3733	( Cisne ( Burlison ( K74-113-76-486 , Century ) , Asgrow_A3733 ( Elf , Asgrow_A3127 ( Williams , Essex ) ) ) )
Classic_I	Wayne	Hark	( Classic_I ( Wayne , Hark ) )
Classic_II	Wayne	Harosoy_63	( Classic_II ( Wayne , Harosoy_63 ) )
Clemson	PI_71659	-	( Clemson ( PI_71659 , - ) )
Clermont	HS1-3641	HS1-7116	( Clermont ( HS1-3641 ( HS94-9053 ( Pioneer_P9268-03 , Vertex ( Conrad , Hayes ) ) , Kottman ) , HS1-7116 ) )
Coker_136	N98-6800	Coker_Hampton_266	( Coker_136 ( N98-6800 , Coker_Hampton_266 ) )
Coker_156	Dare	D64-3937	( Coker_156 ( Dare , D64-3937 ( Hill , D59-1619 ) ) )
Coker_208	Hampton	-	( Coker_208 ( Hampton ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , - ) )
Coker_237	Hutton	N63-858	( Coker_237 ( Hutton , N63-858 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) )
Coker_240	Majos	Lee	( Coker_240 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) )
Coker_318	Jackson	Corker_56-251	( Coker_318 ( Jackson , Corker_56-251 ) )
Coker_3207	Hampton	-	( Coker_3207 ( Hampton ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , - ) )
Coker_338	Hampton_266	Bragg	( Coker_338 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Bragg ) )
Coker_368	Corker_71-211	Centennial	( Coker_368 ( Corker_71-211 , Centennial ) )
Coker_425	Corker_69-119	Essex	( Coker_425 ( Corker_69-119 , Essex ) )
Coker_433	Yelredo	Nanda	( Coker_433 ( Yelredo ( Mammoth_Yellow , Laredo ) , Nanda ( PI_95727 , - ) ) )
Coker_4504	Jackson	Coker_56-251	( Coker_4504 ( Jackson , Coker_56-251 ) )
Coker_488	Hampton_266	Bragg	( Coker_488 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Bragg ) )
Coker_5322	Jackson	Coker_56-3492	( Coker_5322 ( Jackson , Coker_56-3492 ) )
Coker_57-225	Majos	Lee	( Coker_57-225 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) )
Coker_57-248	Majos	Lee	( Coker_57-248 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) )
Coker_58-240	Majos	Lee	( Coker_58-240 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) )
Coker_58-266	Majos	Lee	( Coker_58-266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) )
Coker_60-231	Majos	Lee	( Coker_60-231 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) )
Coker_6307	Stuart	F56-3492	( Coker_6307 ( Stuart , F56-3492 ( Jackson , D49-2491 ( S-100 ( Illini ( A.K. , - ) , - ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) ) )
Coker_6718	Stuart	F56-3492	( Coker_6718 ( Stuart , F56-3492 ( Jackson , D49-2491 ( S-100 ( Illini ( A.K. , - ) , - ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) ) )
Coker_6738	Braxton	Coker_368	( Coker_6738 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) )
Coker_68-38	Hampton_266	Bragg	( Coker_68-38 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Bragg ) )
Coker_68-41	Hampton_266	Bragg	( Coker_68-41 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Bragg ) )
Coker_69-119	Hampton_266	Bragg	( Coker_69-119 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Bragg ) )
Coker_71-211	Hampton_266	Bragg	( Coker_71-211 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Bragg ) )
Coker_71-222	Hampton_266	Coker_338	( Coker_71-222 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ( Mammoth_Yellow , Laredo ) ) , Lee ) , Coker_338 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Bragg ) ) )
Coker_72-286	Hampton_266	Bragg	( Coker_72-286 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Bragg ) )
Coker_73-473	Hampton_266	Bragg	( Coker_73-473 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Bragg ) )
Coker_74-546	Corker_208	R64-502	( Coker_74-546 ( Corker_208 , R64-502 ) )
Coker_75-756	Hampton_266	Ransom	( Coker_75-756 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Ransom ) )
Coker_76-863	Hampton_266A	Pickett_71	( Coker_76-863 ( Hampton_266A , Pickett_71 ) )
Coker_76-927	Coker_237	-	( Coker_76-927 ( Coker_237 ( Hutton , N63-858 ( D58-3358 , D59-9289 ( D51-4877 ( Roanoke , N45-745 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) ( Tokyo ( PI_8424 , - ) ( PI_8424 , - ) , PI_54610 ) , C.N.S. ( Clemson ( PI_71659 , - ) , - ) ) ) , D55-4168 ( Ogden ( Tokyo ( PI_8424 , - ) , PI_54610 ) , Biloxi ( PI_23211 , - ) ) ) ) ) , - ) )
Coker_79-501	Corker_71-211	Centennial	( Coker_79-501 ( Corker_71-211 , Centennial ) )
Coker_79-760	Corker_73-473	Centennial	( Coker_79-760 ( Corker_73-473 , Centennial ) )
Coker_80-917	Centennial	Corker_76-863	( Coker_80-917 ( Centennial , Corker_76-863 ) )
Coker_82-537	Coker_488	D74-7741	( Coker_82-537 ( Coker_488 ( Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) , Bragg ) , D74-7741 ( Forrest , D70-3001 ( D64-4636 ( Hill , D58-3311 ) , Pickett_71 ) ) ) )
Coker_82-622	Braxton	Coker_368	( Coker_82-622 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) )
Coker_82-645	Braxton	Coker_368	( Coker_82-645 ( Braxton , Coker_368 ( Corker_71-211 , Centennial ) ) )
Coker_Hampton_266A	Majos	Lee	( Coker_Hampton_266A ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) )
Colland	Kent	-	( Colland ( Kent , - ) )
Colquitt	Wright	Braxton	( Colquitt ( Wright , Braxton ) )
Cordell	Bedford	D72-8927	( Cordell ( Bedford , D72-8927 ) )
Council	Ozzie	Dawson	( Council ( Ozzie , Dawson ) )
Crockett	PI_171451	Hampton_266	( Crockett ( PI_171451 , Hampton_266 ( Majos ( Tokyo ( PI_8424 , - ) , Yelredo ( Mammoth_Yellow , Laredo ) ) , Lee ) ) )
Croton_3.9	HC80-1944	Asgrow_A3127	( Croton_3.9 ( HC80-1944 ( L73U-632 ( Miller_67 , L66L-140 ( Wayne , L57-0034 ( Clark , Adams ) ) ) , Elf ) , Asgrow_A3127 ( Williams , Essex ) ) )
Cypress_6000	Tracy	Pickett_71	( Cypress_6000 ( Tracy , Pickett_71 ) )
Cypress_No._1	Korean	-	( Cypress_No._1 ( Korean , - ) )
